sub_category,product_name,salt_composition,product_price,product_manufactured,medicine_desc,side_effects,drug_interactions
Human Insulin Rapid,New Wosulin R Injection,Human insulin (40IU),₹131.47,Wockhardt Ltd,"New Wosulin R Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.New Wosulin R Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulin Rapid,Insucare R 40IU/ml Injection,Human insulin (40IU),₹126.99,Sun Pharmaceutical Industries Ltd,"Insucare R 40IU/ml Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.Insucare R 40IU/ml Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulin Rapid,Recosulin R 40IU/ml Injection,Human insulin (40IU),₹125,Shreya Life Sciences Pvt Ltd,"Recosulin R 40IU/ml Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.Recosulin R 40IU/ml Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulin Rapid,Human Monotard 100IU/ml Injection,Human insulin (100IU),₹348.5,Novo Nordisk India Pvt Ltd,"Human Monotard 100IU/ml Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.Human Monotard 100IU/ml Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulin Rapid,Human Fastact 40IU/ml Injection,Human insulin (40IU),₹121.91,USV Ltd,"Human Fastact 40IU/ml Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.Human Fastact 40IU/ml Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulin Rapid,Human Rapidica 40IU/ml Injection,Human insulin (40IU),₹157.57,Abbott,"Human Rapidica 40IU/ml Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.Human Rapidica 40IU/ml Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulin Rapid,Humaject R 100IU/ml Injection,Human insulin (100IU),₹1160.25,Eli Lilly and Company India Pvt Ltd,"Humaject R 100IU/ml Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.Humaject R 100IU/ml Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulin Rapid,Humaject 100IU/ml Injection,Human insulin (100IU),₹1160.25,Eli Lilly and Company India Pvt Ltd,"Humaject 100IU/ml Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.Humaject 100IU/ml Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulin Rapid,Human Interact 40IU/ml Injection,Human insulin (40IU),₹134.3,USV Ltd,"Human Interact 40IU/ml Injection is a short-acting insulin used to treat type 1 and type 2 diabetes mellitus. It is used together with a healthy diet and regular exercise to control blood sugar levels after meals. This helps to prevent serious complications of diabetes like kidney damage and blindness.Human Interact 40IU/ml Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 20-30 minutes before a meal. Do not stop taking it unless your doctor tells you to. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.  Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.  The most common side effect of this medicine is low blood sugar levels (hypoglycemia). It may be seen if you do not eat right after a dose of this fast-acting insulin. To prevent this, it is important to always inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include reactions at the injection site like redness or swelling. Some people gain weight while taking insulin. Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed.","Hypoglycemia (low blood glucose level),Injection site allergic reaction","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Human Insulins And Analogues,Novorapid 100IU/ml Solution for Injection,Insulin Aspart (100IU),₹598.4,Novo Nordisk India Pvt Ltd,"Novorapid 100IU/ml Solution for Injection is used for blood sugar control in people with type 1 and type 2 diabetes mellitus. It is a fast-acting type of insulin that helps to lower blood sugar levels after meals and reduce the chances of developing serious complications of diabetes.Novorapid 100IU/ml Solution for Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 15 minutes before a meal or within 20 minutes after starting a meal. Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver, or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed. Do not stop taking it unless your doctor tells you to. It is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipodystrophy). Some people gain weight while taking insulin.","Hypoglycemia (low blood glucose level),Lipodystrophy (skin thickening or pits at the injection site),Injection site allergic reaction,Weight gain","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Human Insulins And Analogues,Fiasp 100IU/ml Penfill,Insulin Aspart (100IU/ml),₹520.33,Novo Nordisk India Pvt Ltd,"Fiasp 100IU/ml Penfill is used for blood sugar control in people with type 1 and type 2 diabetes mellitus. It is a fast-acting type of insulin that helps to lower blood sugar levels after meals and reduce the chances of developing serious complications of diabetes.Fiasp 100IU/ml Penfill is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 15 minutes before a meal or within 20 minutes after starting a meal. Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver, or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed. Do not stop taking it unless your doctor tells you to. It is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipodystrophy). Some people gain weight while taking insulin.","Hypoglycemia (low blood glucose level),Lipodystrophy (skin thickening or pits at the injection site),Injection site allergic reaction,Weight gain","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Human Insulins And Analogues,Novorapid 100IU/ml Solution for Injection,Insulin Aspart (100IU),₹673.2,Novo Nordisk India Pvt Ltd,"Novorapid 100IU/ml Solution for Injection is used for blood sugar control in people with type 1 and type 2 diabetes mellitus. It is a fast-acting type of insulin that helps to lower blood sugar levels after meals and reduce the chances of developing serious complications of diabetes.Novorapid 100IU/ml Solution for Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 15 minutes before a meal or within 20 minutes after starting a meal. Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver, or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed. Do not stop taking it unless your doctor tells you to. It is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipodystrophy). Some people gain weight while taking insulin.","Hypoglycemia (low blood glucose level),Lipodystrophy (skin thickening or pits at the injection site),Injection site allergic reaction,Weight gain","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Human Insulins And Analogues,Novorapid 100IU Injection,Insulin Aspart (100IU),₹1793.5,Novo Nordisk India Pvt Ltd,"Novorapid 100IU Injection is used for blood sugar control in people with type 1 and type 2 diabetes mellitus. It is a fast-acting type of insulin that helps to lower blood sugar levels after meals and reduce the chances of developing serious complications of diabetes.Novorapid 100IU Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 15 minutes before a meal or within 20 minutes after starting a meal. Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver, or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed. Do not stop taking it unless your doctor tells you to. It is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipodystrophy). Some people gain weight while taking insulin.","Hypoglycemia (low blood glucose level),Lipodystrophy (skin thickening or pits at the injection site),Injection site allergic reaction,Weight gain","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Human Insulins And Analogues,Fiasp FlexTouch,Insulin Aspart (100IU/ml),₹642.6,Novo Nordisk India Pvt Ltd,"Fiasp FlexTouch is used for blood sugar control in people with type 1 and type 2 diabetes mellitus. It is a fast-acting type of insulin that helps to lower blood sugar levels after meals and reduce the chances of developing serious complications of diabetes.Fiasp FlexTouch is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 15 minutes before a meal or within 20 minutes after starting a meal. Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver, or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed. Do not stop taking it unless your doctor tells you to. It is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipodystrophy). Some people gain weight while taking insulin.","Hypoglycemia (low blood glucose level),Lipodystrophy (skin thickening or pits at the injection site),Injection site allergic reaction,Weight gain","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Human Insulins And Analogues,Novorapid 100IU/ml Solution for Injection,Insulin Aspart (100IU),₹2992,Novo Nordisk India Pvt Ltd,"Novorapid 100IU/ml Solution for Injection is used for blood sugar control in people with type 1 and type 2 diabetes mellitus. It is a fast-acting type of insulin that helps to lower blood sugar levels after meals and reduce the chances of developing serious complications of diabetes.Novorapid 100IU/ml Solution for Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 15 minutes before a meal or within 20 minutes after starting a meal. Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver, or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed. Do not stop taking it unless your doctor tells you to. It is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipodystrophy). Some people gain weight while taking insulin.","Hypoglycemia (low blood glucose level),Lipodystrophy (skin thickening or pits at the injection site),Injection site allergic reaction,Weight gain","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Human Insulins And Analogues,Fiasp 100IU/ml Solution for Injection,Insulin Aspart (100IU/ml),₹1561.87,Novo Nordisk India Pvt Ltd,"Fiasp 100IU/ml Solution for Injection is used for blood sugar control in people with type 1 and type 2 diabetes mellitus. It is a fast-acting type of insulin that helps to lower blood sugar levels after meals and reduce the chances of developing serious complications of diabetes.Fiasp 100IU/ml Solution for Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 15 minutes before a meal or within 20 minutes after starting a meal. Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver, or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed. Do not stop taking it unless your doctor tells you to. It is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipodystrophy). Some people gain weight while taking insulin.","Hypoglycemia (low blood glucose level),Lipodystrophy (skin thickening or pits at the injection site),Injection site allergic reaction,Weight gain","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Human Insulins And Analogues,Novorapid 100IU/ml Solution for Injection,Insulin Aspart (100IU),₹598.4,Novo Nordisk India Pvt Ltd,"Novorapid 100IU/ml Solution for Injection is used for blood sugar control in people with type 1 and type 2 diabetes mellitus. It is a fast-acting type of insulin that helps to lower blood sugar levels after meals and reduce the chances of developing serious complications of diabetes.Novorapid 100IU/ml Solution for Injection is normally prescribed along with a long-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. It should be taken 15 minutes before a meal or within 20 minutes after starting a meal. Check your blood sugar levels regularly, keep track of your results and share them with your doctor. This is very important to work out the correct dose of the medicine for you.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver, or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor as the dose may need to be changed. Do not stop taking it unless your doctor tells you to. It is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipodystrophy). Some people gain weight while taking insulin.","Hypoglycemia (low blood glucose level),Lipodystrophy (skin thickening or pits at the injection site),Injection site allergic reaction,Weight gain","{""drug"": [""Amiloride"", ""Beclometasone"", ""Betamethasone"", ""Chlorthalidone""], ""brand"": ["" Amiur"", "" Becoride, Rhinase, Bevent"", "" Densol, Catrisol, Betaforte"", "" Chlornol""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
